pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-01-21	Atomic limit and inversion symmetry indicators for superconductors	PhysRevResearch.2.013064 (2021)		"Nastya, Skurativska. (2021). ""Paper Title Number 1."" <i>Journal 1</i>. 1(1)."	sym-indicators	http://academicpages.github.io/files/sym-indicators.pdf
